粘性,钝度,二维,第1壁面切向角,第2壁面切向角,第3壁面切向角,第4壁面切向角,来流马赫数,喉道高度,喉道马赫数,流量系数,总压恢复系数,比阻,内收缩比,总收缩比,捕获流量
0,0,1,5.076,10.621,13.7,5.305,7,316.433,3.732,1,0.812,130.5,1.648,6.329,15
0,0,1,5.076,10.621,13.7,3.305,7,316.433,3.701,1,0.771,137.9,1.648,6.329,15
0,0,1,5.076,10.621,13.7,0,7,316.433,3.613,1,0.67,153.9,1.648,6.329,15
0,0,1,6.076,8.621,13.7,9.305,7,316.433,3.722,1,0.799,126,1.66,6.329,15
0,0,1,6.076,8.621,13.7,7.305,7,316.433,3.736,1,0.816,126.9,1.66,6.329,15
0,0,1,6.076,8.621,13.7,5.305,7,316.433,3.726,1,0.801,131.3,1.66,6.329,15
0,0,1,6.076,8.621,13.7,3.305,7,316.433,3.696,1,0.761,138.6,1.66,6.329,15
0,0,1,6.076,8.621,13.7,0,7,316.433,3.608,1,0.661,154.3,1.66,6.329,15
0,0,1,6.076,9.621,13.7,9.305,7,316.433,3.725,1,0.805,125.6,1.656,6.329,15
0,0,1,6.076,9.621,13.7,7.305,7,316.433,3.739,1,0.821,126.4,1.656,6.329,15
0,0,1,6.076,9.621,13.7,5.305,7,316.433,3.73,1,0.806,130.9,1.656,6.329,15
0,0,1,6.076,9.621,13.7,3.305,7,316.433,3.699,1,0.766,138.2,1.656,6.329,15
0,0,1,6.076,9.621,13.7,0,7,316.433,3.611,1,0.665,154,1.656,6.329,15
0,0,1,6.076,10.621,13.7,9.305,7,316.433,3.723,1,0.801,125.9,1.659,6.329,15
0,0,1,6.076,10.621,13.7,7.305,7,316.433,3.737,1,0.818,126.7,1.659,6.329,15
0,0,1,6.076,10.621,13.7,5.305,7,316.433,3.728,1,0.803,131.2,1.659,6.329,15
0,0,1,6.076,10.621,13.7,3.305,7,316.433,3.698,1,0.763,138.5,1.659,6.329,15
0,0,1,6.076,10.621,13.7,0,7,316.433,3.61,1,0.663,154.2,1.659,6.329,15
