粘性,钝度,二维,外-激波后第0激波后马赫数,外-激波后第0激波后方向角,外-激波后第0激波后压缩角,外-激波后第0激波后流道高H,外-激波后第0激波后收缩比,外-激波后第0激波后sigma,外-激波后第1激波后马赫数,外-激波后第1激波后方向角,外-激波后第1激波后压缩角,外-激波后第1激波后流道高H,外-激波后第1激波后收缩比,外-激波后第1激波后sigma,外-激波后第2激波后马赫数,外-激波后第2激波后方向角,外-激波后第2激波后压缩角,外-激波后第2激波后流道高H,外-激波后第2激波后收缩比,外-激波后第2激波后sigma,外-激波后第3激波后马赫数,外-激波后第3激波后方向角,外-激波后第3激波后压缩角,外-激波后第3激波后流道高H,外-激波后第3激波后收缩比,外-激波后第3激波后sigma,内-激波后第0激波后马赫数,内-激波后第0激波后方向角,内-激波后第0激波后压缩角,内-激波后第0激波后流道高H,内-激波后第0激波后收缩比,内-激波后第0激波后sigma,内-激波后第1激波后马赫数,内-激波后第1激波后方向角,内-激波后第1激波后压缩角,内-激波后第1激波后流道高H,内-激波后第1激波后收缩比,内-激波后第1激波后sigma,内-激波后第2激波后马赫数,内-激波后第2激波后方向角,内-激波后第2激波后压缩角,内-激波后第2激波后流道高H,内-激波后第2激波后收缩比,内-激波后第2激波后sigma,压缩位置外压缩段风轴Cr,压缩位置外压缩段体轴Cr,压缩位置外压缩段长度,压缩位置外压缩段高度,压缩位置外压缩段阻力,压缩位置外压缩段比阻,压缩位置内压缩段风轴Cr,压缩位置内压缩段体轴Cr,压缩位置内压缩段长度,压缩位置内压缩段高度,压缩位置内压缩段阻力,压缩位置内压缩段比阻,压缩位置总_压_缩风轴Cr,压缩位置总_压_缩体轴Cr,压缩位置总_压_缩长度,压缩位置总_压_缩高度,压缩位置总_压_缩阻力,压缩位置总_压_缩比阻2,每米宽度流量,压缩位置总_压_缩比阻
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.766,9.878,4.178,115.511,2.414,0.939,4.23,15.6,5.722,75.343,3.701,0.914,4.23,15.6,15.6,122.599,1.0,0.914,3.333,4.0,11.6,61.812,1.983,0.801,3.105,0.0,4.0,50.0,2.452,0.798,3.701,3.701,1140.98,278.82,2752.0,177.5,1.507,1.507,312.15,9.86,-412.0,-26.6,5.576,5.576,1453.13,288.68,3164.0,204.1,15.5,150.9
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.766,9.878,4.178,115.511,2.414,0.939,4.23,15.6,5.722,75.343,3.701,0.914,4.23,15.6,15.6,119.271,1.0,0.914,3.178,2.0,13.6,55.431,2.152,0.751,3.069,0.0,2.0,50.0,2.385,0.751,3.701,3.701,1140.98,278.82,2693.0,173.7,1.507,1.507,279.87,4.31,-212.0,-13.6,5.576,5.576,1420.85,283.13,2905.0,187.4,15.5,160.1
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.766,9.878,4.178,115.511,2.414,0.939,4.23,15.6,5.722,75.343,3.701,0.914,4.23,15.6,15.6,115.391,1.0,0.914,3.023,0.0,15.6,50.0,2.308,0.695,3.023,0.0,0.0,50.0,2.308,0.695,3.701,3.701,1140.98,278.82,2640.0,170.3,1.507,1.507,250.01,0.0,0.0,0.0,5.576,5.576,1390.99,278.82,2640.0,170.3,15.5,170.3
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.66,10.878,5.178,107.073,2.604,0.928,4.231,15.6,4.722,75.368,3.699,0.914,4.231,15.6,15.6,125.369,1.0,0.914,3.838,10.6,5.0,89.612,1.399,0.902,3.124,0.0,10.6,50.0,2.507,0.831,3.699,3.699,1140.98,278.82,2994.0,193.2,1.507,1.507,423.59,38.11,-881.0,-56.8,5.576,5.576,1564.58,316.92,3875.0,250.0,15.5,136.39999999999998
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.66,10.878,5.178,107.073,2.604,0.928,4.231,15.6,4.722,75.368,3.699,0.914,4.231,15.6,15.6,126.272,1.0,0.914,3.662,8.288,7.312,78.785,1.603,0.88,3.137,0.0,8.288,50.0,2.525,0.848,3.699,3.699,1140.98,278.82,2899.0,187.0,1.507,1.507,385.55,26.55,-763.0,-49.2,5.576,5.576,1526.53,305.36,3662.0,236.3,15.5,137.8
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.66,10.878,5.178,107.073,2.604,0.928,4.231,15.6,4.722,75.368,3.699,0.914,4.231,15.6,15.6,125.051,1.0,0.914,3.487,6.0,9.6,69.181,1.808,0.844,3.128,0.0,6.0,50.0,2.501,0.832,3.699,3.699,1140.98,278.82,2816.0,181.7,1.507,1.507,346.19,16.82,-593.0,-38.3,5.576,5.576,1487.17,295.64,3409.0,219.9,15.5,143.39999999999998
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.66,10.878,5.178,107.073,2.604,0.928,4.231,15.6,4.722,75.368,3.699,0.914,4.231,15.6,15.6,122.617,1.0,0.914,3.333,4.0,11.6,61.814,1.984,0.801,3.105,0.0,4.0,50.0,2.452,0.799,3.699,3.699,1140.98,278.82,2751.0,177.5,1.507,1.507,312.22,9.87,-412.0,-26.6,5.576,5.576,1453.21,288.69,3163.0,204.1,15.5,150.9
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.66,10.878,5.178,107.073,2.604,0.928,4.231,15.6,4.722,75.368,3.699,0.914,4.231,15.6,15.6,119.287,1.0,0.914,3.179,2.0,13.6,55.432,2.152,0.751,3.07,0.0,2.0,50.0,2.386,0.751,3.699,3.699,1140.98,278.82,2692.0,173.7,1.507,1.507,279.93,4.31,-211.0,-13.6,5.576,5.576,1420.91,283.13,2904.0,187.3,15.5,160.1
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.66,10.878,5.178,107.073,2.604,0.928,4.231,15.6,4.722,75.368,3.699,0.914,4.231,15.6,15.6,115.405,1.0,0.914,3.023,0.0,15.6,50.0,2.308,0.695,3.023,0.0,0.0,50.0,2.308,0.695,3.699,3.699,1140.98,278.82,2640.0,170.3,1.507,1.507,250.06,0.0,0.0,0.0,5.576,5.576,1391.05,278.82,2640.0,170.3,15.5,170.3
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.554,11.878,6.178,99.621,2.799,0.912,4.225,15.6,3.722,75.678,3.684,0.906,4.225,15.6,15.6,125.232,1.0,0.906,3.834,10.6,5.0,89.552,1.398,0.894,3.121,0.0,10.6,50.0,2.505,0.824,3.684,3.684,1140.98,278.82,3000.0,193.6,1.514,1.514,422.71,38.0,-876.0,-56.5,5.576,5.576,1563.69,316.82,3876.0,250.1,15.5,137.1
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.554,11.878,6.178,99.621,2.799,0.912,4.225,15.6,3.722,75.678,3.684,0.906,4.225,15.6,15.6,126.131,1.0,0.906,3.658,8.288,7.312,78.743,1.602,0.872,3.134,0.0,8.288,50.0,2.523,0.84,3.684,3.684,1140.98,278.82,2905.0,187.4,1.514,1.514,384.77,26.48,-759.0,-48.9,5.576,5.576,1525.76,305.29,3664.0,236.4,15.5,138.5
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.554,11.878,6.178,99.621,2.799,0.912,4.225,15.6,3.722,75.678,3.684,0.906,4.225,15.6,15.6,124.915,1.0,0.906,3.483,6.0,9.6,69.155,1.806,0.836,3.125,0.0,6.0,50.0,2.498,0.825,3.684,3.684,1140.98,278.82,2821.0,182.0,1.514,1.514,345.53,16.78,-590.0,-38.1,5.576,5.576,1486.51,295.6,3411.0,220.1,15.5,143.9
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.554,11.878,6.178,99.621,2.799,0.912,4.225,15.6,3.722,75.678,3.684,0.906,4.225,15.6,15.6,122.491,1.0,0.906,3.33,4.0,11.6,61.798,1.982,0.795,3.102,0.0,4.0,50.0,2.45,0.792,3.684,3.684,1140.98,278.82,2756.0,177.8,1.514,1.514,311.67,9.85,-410.0,-26.4,5.576,5.576,1452.66,288.66,3166.0,204.3,15.5,151.4
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.554,11.878,6.178,99.621,2.799,0.912,4.225,15.6,3.722,75.678,3.684,0.906,4.225,15.6,15.6,119.173,1.0,0.906,3.175,2.0,13.6,55.425,2.15,0.745,3.066,0.0,2.0,50.0,2.383,0.745,3.684,3.684,1140.98,278.82,2698.0,174.1,1.514,1.514,279.48,4.3,-210.0,-13.6,5.576,5.576,1420.46,283.12,2908.0,187.6,15.5,160.5
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.554,11.878,6.178,99.621,2.799,0.912,4.225,15.6,3.722,75.678,3.684,0.906,4.225,15.6,15.6,115.305,1.0,0.906,3.02,0.0,15.6,50.0,2.306,0.69,3.02,0.0,0.0,50.0,2.306,0.69,3.684,3.684,1140.98,278.82,2645.0,170.7,1.514,1.514,249.69,0.0,0.0,0.0,5.576,5.576,1390.67,278.82,2645.0,170.7,15.5,170.7
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.753,9.878,3.178,116.501,2.393,0.921,4.22,15.6,5.722,76.073,3.665,0.897,4.22,15.6,15.6,125.079,1.0,0.897,3.829,10.6,5.0,89.485,1.398,0.885,3.117,0.0,10.6,50.0,2.502,0.816,3.665,3.665,1072.08,278.82,3007.0,194.0,1.521,1.521,421.72,37.88,-871.0,-56.2,5.576,5.576,1493.8,316.7,3877.0,250.1,15.5,137.8
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.753,9.878,3.178,116.501,2.393,0.921,4.22,15.6,5.722,76.073,3.665,0.897,4.22,15.6,15.6,125.974,1.0,0.897,3.653,8.288,7.312,78.696,1.601,0.863,3.13,0.0,8.288,50.0,2.519,0.832,3.665,3.665,1072.08,278.82,2911.0,187.8,1.521,1.521,383.91,26.4,-754.0,-48.6,5.576,5.576,1455.99,305.22,3665.0,236.4,15.5,139.20000000000002
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.753,9.878,3.178,116.501,2.393,0.921,4.22,15.6,5.722,76.073,3.665,0.897,4.22,15.6,15.6,124.765,1.0,0.897,3.479,6.0,9.6,69.125,1.805,0.828,3.121,0.0,6.0,50.0,2.495,0.817,3.665,3.665,1072.08,278.82,2828.0,182.4,1.521,1.521,344.81,16.73,-586.0,-37.8,5.576,5.576,1416.88,295.55,3414.0,220.2,15.5,144.60000000000002
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.753,9.878,3.178,116.501,2.393,0.921,4.22,15.6,5.722,76.073,3.665,0.897,4.22,15.6,15.6,122.351,1.0,0.897,3.326,4.0,11.6,61.781,1.98,0.787,3.098,0.0,4.0,50.0,2.447,0.784,3.665,3.665,1072.08,278.82,2763.0,178.2,1.521,1.521,311.06,9.82,-407.0,-26.3,5.576,5.576,1383.14,288.64,3170.0,204.5,15.5,151.89999999999998
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.753,9.878,3.178,116.501,2.393,0.921,4.22,15.6,5.722,76.073,3.665,0.897,4.22,15.6,15.6,119.046,1.0,0.897,3.171,2.0,13.6,55.418,2.148,0.738,3.063,0.0,2.0,50.0,2.381,0.738,3.665,3.665,1072.08,278.82,2704.0,174.5,1.521,1.521,278.97,4.29,-209.0,-13.5,5.576,5.576,1351.04,283.11,2913.0,187.9,15.5,161.0
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.753,9.878,3.178,116.501,2.393,0.921,4.22,15.6,5.722,76.073,3.665,0.897,4.22,15.6,15.6,115.192,1.0,0.897,3.017,0.0,15.6,50.0,2.304,0.683,3.017,0.0,0.0,50.0,2.304,0.683,3.665,3.665,1072.08,278.82,2651.0,171.0,1.521,1.521,249.27,0.0,0.0,0.0,5.576,5.576,1321.35,278.82,2651.0,171.0,15.5,171.0
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.651,10.878,4.178,107.818,2.586,0.914,4.223,15.6,4.722,75.942,3.671,0.901,4.223,15.6,15.6,125.171,1.0,0.901,3.832,10.6,5.0,89.526,1.398,0.889,3.12,0.0,10.6,50.0,2.503,0.82,3.671,3.671,1072.08,278.82,3003.0,193.7,1.519,1.519,422.32,37.96,-873.0,-56.3,5.576,5.576,1494.4,316.77,3875.0,250.0,15.5,137.39999999999998
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.651,10.878,4.178,107.818,2.586,0.914,4.223,15.6,4.722,75.942,3.671,0.901,4.223,15.6,15.6,126.069,1.0,0.901,3.656,8.288,7.312,78.725,1.601,0.867,3.132,0.0,8.288,50.0,2.521,0.836,3.671,3.671,1072.08,278.82,2907.0,187.6,1.519,1.519,384.43,26.45,-756.0,-48.8,5.576,5.576,1456.51,305.26,3663.0,236.3,15.5,138.8
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.651,10.878,4.178,107.818,2.586,0.914,4.223,15.6,4.722,75.942,3.671,0.901,4.223,15.6,15.6,124.856,1.0,0.901,3.482,6.0,9.6,69.143,1.806,0.832,3.124,0.0,6.0,50.0,2.497,0.821,3.671,3.671,1072.08,278.82,2824.0,182.2,1.519,1.519,345.24,16.76,-587.0,-37.9,5.576,5.576,1417.32,295.58,3411.0,220.1,15.5,144.29999999999998
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.651,10.878,4.178,107.818,2.586,0.914,4.223,15.6,4.722,75.942,3.671,0.901,4.223,15.6,15.6,122.436,1.0,0.901,3.328,4.0,11.6,61.792,1.981,0.791,3.1,0.0,4.0,50.0,2.449,0.788,3.671,3.671,1072.08,278.82,2759.0,178.0,1.519,1.519,311.43,9.84,-408.0,-26.3,5.576,5.576,1383.51,288.65,3167.0,204.3,15.5,151.7
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.651,10.878,4.178,107.818,2.586,0.914,4.223,15.6,4.722,75.942,3.671,0.901,4.223,15.6,15.6,119.123,1.0,0.901,3.174,2.0,13.6,55.422,2.149,0.741,3.065,0.0,2.0,50.0,2.382,0.741,3.671,3.671,1072.08,278.82,2700.0,174.2,1.519,1.519,279.27,4.3,-210.0,-13.5,5.576,5.576,1351.35,283.11,2910.0,187.7,15.5,160.7
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.651,10.878,4.178,107.818,2.586,0.914,4.223,15.6,4.722,75.942,3.671,0.901,4.223,15.6,15.6,115.26,1.0,0.901,3.019,0.0,15.6,50.0,2.305,0.686,3.019,0.0,0.0,50.0,2.305,0.686,3.671,3.671,1072.08,278.82,2648.0,170.8,1.519,1.519,249.52,0.0,0.0,0.0,5.576,5.576,1321.6,278.82,2648.0,170.8,15.5,170.8
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.549,11.878,5.178,100.113,2.785,0.904,4.221,15.6,3.722,76.073,3.665,0.898,4.221,15.6,15.6,125.123,1.0,0.898,3.83,10.6,5.0,89.504,1.398,0.886,3.118,0.0,10.6,50.0,2.502,0.817,3.665,3.665,1072.08,278.82,3005.0,193.9,1.521,1.521,422.01,37.92,-871.0,-56.2,5.576,5.576,1494.08,316.74,3876.0,250.0,15.5,137.7
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.549,11.878,5.178,100.113,2.785,0.904,4.221,15.6,3.722,76.073,3.665,0.898,4.221,15.6,15.6,126.019,1.0,0.898,3.654,8.288,7.312,78.71,1.601,0.864,3.131,0.0,8.288,50.0,2.52,0.833,3.665,3.665,1072.08,278.82,2909.0,187.7,1.521,1.521,384.16,26.42,-754.0,-48.6,5.576,5.576,1456.24,305.24,3663.0,236.3,15.5,139.1
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.549,11.878,5.178,100.113,2.785,0.904,4.221,15.6,3.722,76.073,3.665,0.898,4.221,15.6,15.6,124.808,1.0,0.898,3.48,6.0,9.6,69.133,1.805,0.829,3.122,0.0,6.0,50.0,2.496,0.818,3.665,3.665,1072.08,278.82,2826.0,182.3,1.521,1.521,345.01,16.75,-586.0,-37.8,5.576,5.576,1417.09,295.57,3412.0,220.1,15.5,144.5
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.549,11.878,5.178,100.113,2.785,0.904,4.221,15.6,3.722,76.073,3.665,0.898,4.221,15.6,15.6,122.391,1.0,0.898,3.327,4.0,11.6,61.786,1.981,0.788,3.099,0.0,4.0,50.0,2.448,0.785,3.665,3.665,1072.08,278.82,2761.0,178.1,1.521,1.521,311.24,9.83,-407.0,-26.3,5.576,5.576,1383.31,288.64,3168.0,204.4,15.5,151.79999999999998
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.089,6.7,6.7,151.834,1.836,0.927,4.549,11.878,5.178,100.113,2.785,0.904,4.221,15.6,3.722,76.073,3.665,0.898,4.221,15.6,15.6,119.082,1.0,0.898,3.173,2.0,13.6,55.42,2.149,0.739,3.064,0.0,2.0,50.0,2.382,0.739,3.665,3.665,1072.08,278.82,2702.0,174.3,1.521,1.521,279.11,4.29,-209.0,-13.5,5.576,5.576,1351.19,283.11,2911.0,187.8,15.5,160.8
